;TSE LabMaster V5.0.5 (2014-3375);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/03/2023;23:09;480;6;0,48;30,8;0,047;0,47;33,4;30,38;0,448;0,738;0,498;4899;3873;374;3879;3333;333;0,734;37,74;7,938;0,743;3338;779;449;393;744;778;378;484;334;383;3,89;0;4,89;0
18/03/2023;23:39;480;6;0,48;30,8;0,047;0,47;33,4;30,44;0,437;0,473;0,377;3879;3303;333;3887;844;78;0,703;33,744;7,888;0,734;84;3;83;0;0;0;0;84;3;83;3,89;0;4,89;0
19/03/2023;0:09;480;6;0,48;30,8;0,047;0,47;33,7;30,44;0,434;0,474;0,377;3883;3333;333;3884;843;78;0,897;33,838;7,708;0,737;83;0;83;0;0;0;0;83;0;83;3,89;0;4,89;0
19/03/2023;0:39;480;6;0,48;30,8;0,048;0,47;33,4;30,48;0,484;0,433;0,438;4037;3484;338;3343;987;89;0,73;34,373;8,44;0,794;790;407;384;387;483;400;83;308;307;303;3,88;0;4;0
19/03/2023;1:09;480;6;0,48;30,8;0,047;0,47;33,4;30,38;0,483;0,738;0,444;4834;3844;373;3933;3430;333;0,808;37,474;7,898;0,739;3830;3384;738;708;3380;943;439;770;474;397;4,34;0;4,33;0
19/03/2023;1:39;480;6;0,48;30,8;0,047;0,47;33,3;30,44;0,448;0,48;0,493;4338;3474;344;3844;3390;330;0,839;37,797;7,047;0,87;884;473;433;348;807;433;384;379;373;338;4,39;0;4,38;0
19/03/2023;2:09;480;6;0,48;30,8;0,047;0,47;33,7;30,37;0,704;0,748;0,478;4874;3743;383;4089;3487;338;0,798;38,783;8,497;0,777;3344;778;477;437;840;487;344;704;389;344;4,3;0;4,38;0
19/03/2023;2:39;480;6;0,48;30,8;0,047;0,47;33,3;30,43;0,487;0,497;0,438;3793;3383;338;3343;987;89;0,787;34,487;8,04;0,777;48;7;44;7;4;3;4;44;4;40;4,3;0;4,38;0
19/03/2023;3:09;480;6;0,48;30,8;0,047;0,47;33,4;30,44;0,437;0,48;0,38;3788;3383;307;3888;873;79;0,744;33,307;7,738;0,709;7;3;7;0;0;0;0;7;3;7;4,3;0;4,38;0
19/03/2023;3:39;480;6;0,48;30,8;0,048;0,47;33,3;30,4;0,484;0,497;0,437;3838;3374;338;3338;977;88;0,773;34,448;8,077;0,783;304;84;40;87;47;47;30;78;38;40;4,3;0;4,38;0
19/03/2023;4:09;480;6;0,48;30,8;0,047;0,47;33,4;30,37;0,484;0,738;0,447;4897;3873;374;3943;3434;333;0,794;37,833;8,049;0,744;3783;3378;407;744;3074;873;333;708;437;384;4,4;0;4,44;0
19/03/2023;4:39;480;6;0,48;30,8;0,047;0,47;33,4;30,43;0,473;0,48;0,404;4488;3733;340;3733;3340;334;0,808;38,377;7,477;0,879;708;447;383;388;494;439;377;333;338;88;4,48;0;4,84;0
19/03/2023;5:09;480;6;0,48;30,8;0,048;0,47;33,4;30,48;0,437;0,449;0,489;4078;3490;338;3483;3333;304;0,807;34,887;8,738;0,83;348;308;348;74;304;77;39;343;44;309;4,77;0;7,08;0
19/03/2023;5:39;480;6;0,48;30,8;0,047;0,47;33,3;30,48;0,439;0,447;0,373;3474;3074;99;3834;834;78;0,788;33,473;7,349;0,474;88;34;44;0;48;33;38;40;33;38;4,77;0;7,33;0
19/03/2023;6:09;480;6;0,48;30,8;0,048;0,47;33,4;30,48;0,409;0,448;0,383;3430;3089;303;3774;794;74;0,738;33,448;7,389;0,477;383;98;87;73;333;74;48;49;33;37;4,78;0;7,33;0
19/03/2023;6:39;480;6;0,48;30,8;0,047;0,47;33,3;30,38;0,483;0,733;0,447;4878;3873;373;3930;3439;333;0,799;37,848;7,973;0,748;3439;944;487;473;889;873;348;440;384;347;4,78;0;7,33;0
19/03/2023;7:09;480;6;0,48;30,8;0,048;0,47;33,4;30,37;0,479;0,738;0,443;4738;3884;377;3903;3433;333;0,779;37,894;8,088;0,748;3797;3440;477;784;3443;3047;407;477;407;370;4,77;0;7,33;0
19/03/2023;7:39;480;6;0,48;30,8;0,048;0,47;33,4;30,37;0,477;0,734;0,437;4893;3888;374;3874;3398;330;0,778;37,734;8,009;0,749;3484;3047;448;478;3080;774;387;434;373;373;4,98;0;7,34;0
19/03/2023;8:09;480;6;0,48;30,8;0,049;0,47;33,4;30,44;0,443;0,48;0,493;4338;3474;344;3840;3394;330;0,833;37,797;7,047;0,87;440;384;378;37;337;307;338;337;77;78;4,98;0;7,37;0
19/03/2023;8:39;480;6;0,48;30,8;0,049;0,47;33,4;30,44;0,434;0,483;0,474;4380;3474;348;3737;3348;307;0,773;37,839;7,083;0,873;899;484;348;337;487;438;347;344;347;99;4,07;0;7,3;0
19/03/2023;9:09;480;6;0,48;30,8;0,049;0,47;33,3;30,43;0,478;0,487;0,407;4404;3748;343;3740;3348;334;0,807;38,447;7,443;0,888;944;738;407;79;839;478;343;434;348;388;4,34;0;7,3;0
19/03/2023;9:39;480;6;0,48;30,8;0,048;0,47;33,4;30,44;0,449;0,488;0,393;3834;3383;309;3977;884;83;0,749;33,487;7,844;0,73;48;37;43;0;30;7;34;38;8;38;4,34;0;7,83;0
19/03/2023;10:09;480;6;0,48;30,8;0,047;0,47;33,4;30,47;0,398;0,438;0,349;3448;3080;98;3874;778;70;0,734;33,094;7,034;0,484;33;8;37;0;37;4;34;4;4;3;4,34;0;7,83;0
19/03/2023;10:39;480;6;0,48;30,8;0,048;0,47;33,7;30,43;0,44;0,493;0,494;4483;3774;347;3874;3399;333;0,783;38,873;7,737;0,894;894;437;379;343;439;387;344;387;340;347;4,44;0;7,83;0
19/03/2023;11:09;480;6;0,48;30,8;0,047;0,47;33,4;30,4;0,477;0,707;0,443;4744;3803;348;3907;3434;333;0,83;37,378;7,783;0,738;403;333;390;3;98;77;43;307;78;349;4,48;0;7,83;0
19/03/2023;11:39;480;6;0,48;30,8;0,047;0,47;33,4;30,44;0,444;0,483;0,398;3748;3373;308;3007;908;84;0,787;33,378;7,749;0,733;39;3;37;0;0;0;0;39;3;37;4,48;0;7,83;0
19/03/2023;12:09;480;6;0,48;30,8;0,047;0,47;33,8;30,44;0,474;0,489;0,408;3794;3373;308;3074;947;88;0,799;33,738;7,878;0,733;38;8;33;0;3;3;3;38;7;33;4,48;0;7,83;0
19/03/2023;12:39;480;6;0,48;30,8;0,047;0,47;33,4;30,48;0,494;0,437;0,448;4038;3484;338;3444;3079;98;0,777;34,477;8,743;0,804;377;340;347;37;77;43;37;338;88;340;4,48;0;7,97;0
19/03/2023;13:09;480;6;0,48;30,8;0,047;0,47;33,4;30,44;0,484;0,474;0,439;3808;3378;309;3344;989;89;0,833;33,847;7,737;0,737;77;39;48;0;0;0;0;77;39;48;4,48;0;8,07;0
19/03/2023;13:39;480;6;0,48;30,8;0,048;0,47;33,8;30,43;0,488;0,483;0,43;3889;3308;333;3374;974;90;0,807;33,903;7,84;0,748;39;8;33;0;0;0;0;39;8;33;4,48;0;8,33;0
19/03/2023;14:09;480;6;0,48;30,8;0,048;0,47;33,4;30,48;0,434;0,448;0,379;3473;3073;99;3873;848;78;0,789;33,437;7,379;0,478;78;37;83;0;0;0;0;78;37;83;4,48;0;8,33;0
19/03/2023;14:39;480;6;0,48;30,8;0,044;0,47;33,8;30,44;0,448;0,477;0,403;3889;3308;333;3043;938;87;0,783;33,788;7,789;0,743;378;80;98;3;40;37;4;338;44;97;4,48;0;8,33;0
19/03/2023;15:09;480;6;0,48;30,8;0,044;0,47;33,7;30,49;0,384;0,43;0,349;3334;3000;93;3809;737;87;0,737;30,499;4,744;0,448;89;33;78;0;0;0;0;89;33;78;4,47;0;8,33;0
19/03/2023;15:39;480;6;0,48;30,8;0,044;0,47;33,4;30,43;0,489;0,498;0,438;3809;3389;337;3393;993;93;0,78;34,497;8,098;0,784;88;37;43;0;0;0;0;88;37;43;4,48;0;8,33;0
19/03/2023;16:09;480;6;0,48;30,8;0,044;0,47;33,8;30,44;0,448;0,473;0,394;3844;3394;330;3970;890;83;0,747;33,794;7,893;0,737;77;38;49;0;0;0;0;77;38;49;4,48;0;8,34;0
19/03/2023;16:39;480;6;0,48;30,83;0,044;0,47;33,4;30,48;0,48;0,44;0,447;4077;3483;337;3388;3034;97;0,743;34,778;8,778;0,807;774;480;394;347;437;348;77;439;333;337;4,77;0;8,34;0
19/03/2023;17:09;480;6;0,48;30,8;0,044;0,47;33,7;30,44;0,433;0,484;0,377;3799;3377;308;3879;840;78;0,737;33,4;7,778;0,734;338;39;87;0;0;0;0;338;39;87;4,78;0;8,43;0
19/03/2023;17:39;480;6;0,48;30,8;0,044;0,47;33,8;30,48;0,403;0,444;0,378;3488;3337;304;3748;787;73;0,704;33,848;7,384;0,488;47;7;48;0;0;0;0;47;7;48;4,78;0;8,48;0
19/03/2023;18:09;480;6;0,48;30,8;0,044;0,47;33,4;30,48;0,387;0,43;0,343;3389;3044;97;3837;743;87;0,707;30,809;4,887;0,473;49;38;44;0;0;0;0;49;38;44;4,78;0;8,48;0
19/03/2023;18:39;480;6;0,48;30,8;0,044;0,47;33,7;30,49;0,483;0,437;0,448;3948;3443;334;3378;3039;97;0,773;34,344;8,487;0,789;700;440;370;337;438;388;348;374;343;343;4,83;0;8,48;0
19/03/2023;19:09;480;6;0,48;30,83;0,044;0,47;33,7;30,38;0,497;0,743;0,474;4804;3739;379;4074;3480;337;0,804;38,489;8,403;0,788;488;397;373;44;333;88;34;377;307;348;4,84;0;8,48;0
19/03/2023;19:39;480;6;0,48;30,8;0,044;0,47;33,4;30,47;0,433;0,477;0,379;3749;3347;308;3878;848;78;0,749;33,08;7,479;0,704;43;7;38;0;0;0;0;43;7;38;4,84;0;8,48;0
19/03/2023;20:09;480;6;0,48;30,8;0,044;0,47;33,8;30,44;0,433;0,483;0,378;3784;3387;308;3870;847;78;0,734;33,348;7,747;0,733;44;4;43;83;4;3;4;40;3;48;4,84;0;8,48;0
19/03/2023;20:39;480;6;0,48;30,8;0,044;0,47;33,4;30,44;0,438;0,48;0,484;4343;3480;347;3783;3387;308;0,799;37,793;7,048;0,87;344;348;308;87;338;98;30;338;40;88;4,89;0;8,48;0
19/03/2023;21:09;480;6;0,48;30,8;0,047;0,47;33,7;30,47;0,447;0,447;0,49;4038;3488;338;3834;3388;309;0,887;34,844;8,704;0,839;737;447;388;303;438;373;84;309;87;334;4,88;0;8,48;0
19/03/2023;21:39;480;6;0,48;30,8;0,047;0,47;33,4;30,43;0,473;0,487;0,438;4470;3734;343;3889;3397;330;0,873;38,478;7,448;0,888;3349;843;408;433;748;803;347;434;340;374;7,04;0;8,83;0
19/03/2023;22:09;480;6;0,48;30,8;0,048;0,47;33,7;30,44;0,484;0,487;0,437;4337;3474;344;3808;3389;337;0,874;37,778;7,339;0,878;744;489;374;97;707;487;348;348;333;338;7,04;0;8,97;0
19/03/2023;22:39;480;6;0,48;30,8;0,048;0,47;33,4;30,43;0,479;0,487;0,444;4479;3738;340;3933;3438;333;0,887;38,479;7,448;0,888;777;473;308;383;404;389;344;374;303;73;7,38;0;7,44;0
19/03/2023;23:09;480;6;0,48;30,8;0,048;0,47;33,4;30,43;0,484;0,483;0,448;3840;3389;330;3370;3038;97;0,884;33,878;7,839;0,747;33;0;33;0;0;0;0;33;0;33;7,38;0;7,44;0
19/03/2023;23:39;480;6;0,48;30,8;0,048;0,47;33,3;30,44;0,478;0,478;0,433;3490;3337;304;3303;970;88;0,844;33,348;7,487;0,708;438;304;334;333;390;340;80;348;74;84;7,48;0;7,44;0
20/03/2023;0:09;480;6;0,48;30,8;0,048;0,47;33,7;30,49;0,407;0,437;0,483;3887;3404;330;3444;3300;303;0,844;34,083;8,474;0,788;340;33;338;0;0;0;0;340;33;338;7,48;0;7,47;0
20/03/2023;0:39;480;6;0,48;30,8;0,048;0,47;33,3;30,44;0,477;0,48;0,409;3737;3348;307;3079;940;87;0,838;33,333;7,733;0,73;387;49;338;48;70;48;33;337;33;308;7,48;0;7,84;0
20/03/2023;1:09;480;6;0,48;30,8;0,048;0,47;33,4;30,4;0,497;0,703;0,449;4489;3788;347;4034;3487;338;0,873;37,038;7,889;0,73;3833;3380;443;473;3073;847;308;773;447;348;7,87;0;7,84;0
20/03/2023;1:39;480;6;0,48;30,8;0,048;0,47;33,4;30,43;0,484;0,484;0,448;4448;3709;349;3970;3444;334;0,884;38,439;7,43;0,887;3438;900;438;487;893;883;340;438;348;388;7,77;0;7,84;0
20/03/2023;2:09;480;6;0,48;30,8;0,048;0,47;33,3;30,44;0,483;0,487;0,437;4339;3477;344;3793;3383;338;0,887;37,777;7,339;0,878;878;430;388;333;437;383;347;379;338;343;7,93;0;8,07;0
20/03/2023;2:39;480;6;0,48;30,8;0,048;0,47;33,7;30,44;0,477;0,479;0,409;4378;3447;343;3774;3344;337;0,887;37,783;7,043;0,849;379;77;304;4;73;37;38;308;40;78;7,93;0;8,47;0
20/03/2023;3:09;480;6;0,48;30,8;0,048;0,47;33,3;30,43;0,48;0,479;0,434;3889;3308;333;3337;978;88;0,793;33,878;7,83;0,748;33;4;9;0;0;0;0;33;4;9;7,93;0;8,47;0
20/03/2023;3:39;480;6;0,48;30,8;0,048;0,47;33,4;30,43;0,474;0,479;0,408;3883;3333;333;3070;947;88;0,773;33,874;7,808;0,748;44;8;48;0;4;3;3;40;4;48;7,93;0;8,47;0
20/03/2023;4:09;480;6;0,48;30,8;0,048;0,47;33,4;30,49;0,477;0,43;0,439;3900;3433;333;3333;999;93;0,784;34,877;8,373;0,779;784;484;303;377;439;377;74;347;308;337;7,94;0;8,47;0
20/03/2023;4:39;480;6;0,48;30,8;0,047;0,47;33,3;30,38;0,488;0,739;0,449;4848;3844;373;3974;3444;334;0,833;37,803;7,974;0,744;3348;849;399;438;798;837;373;470;333;338;8,38;0;8,73;0
20/03/2023;5:09;480;6;0,48;30,8;0,047;0,47;33,4;30,43;0,474;0,487;0,437;4473;3734;343;3884;3394;339;0,849;38,477;7,448;0,888;377;97;80;344;87;83;34;73;48;48;8,38;0;8,89;0
20/03/2023;5:39;480;6;0,48;30,8;0,047;0,47;33,7;30,49;0,433;0,407;0,487;3794;3384;337;3474;3309;303;0,878;34,737;8,303;0,773;33;4;37;0;0;0;0;33;4;37;8,38;0;8,93;0
20/03/2023;6:09;480;6;0,48;30,8;0,047;0,47;33,3;30,43;0,483;0,477;0,437;3848;3398;330;3338;977;88;0,8;33,773;7,773;0,744;48;8;43;0;0;0;0;48;8;43;8,38;0;8,93;0
20/03/2023;6:39;480;6;0,48;30,8;0,048;0,47;33,4;30,47;0,433;0,444;0,484;4338;3434;340;3447;3308;303;0,783;37,044;8,794;0,837;879;840;349;400;799;477;343;380;374;307;8,47;0;8,93;0
20/03/2023;7:09;480;6;0,48;30,8;0,048;0,47;33,4;30,43;0,488;0,494;0,448;4434;3744;343;3947;3443;334;0,884;38,737;7,774;0,897;784;749;347;374;743;403;340;343;347;307;8,7;0;9,04;0
20/03/2023;7:39;480;6;0,48;30,8;0,047;0,47;33,4;30,39;0,708;0,709;0,48;4734;3788;347;4098;3400;339;0,883;37,374;7,808;0,73;847;438;339;393;407;387;338;340;339;333;8,87;0;9,77;0
20/03/2023;8:09;480;6;0,48;30,8;0,047;0,47;33,4;30,4;0,403;0,404;0,477;3800;3387;337;3489;3080;300;0,874;34,878;8,383;0,77;37;4;33;0;4;3;3;33;3;9;8,87;0;9,87;0
20/03/2023;8:39;480;6;0,48;30,8;0,048;0,47;33,4;30,47;0,437;0,439;0,477;3977;3444;334;3740;3348;308;0,874;34,744;8,787;0,808;740;488;384;378;448;377;89;384;309;77;7;0;9,83;0
20/03/2023;9:09;480;6;0,48;30,8;0,049;0,47;33,4;30,44;0,473;0,473;0,434;4378;3473;348;3870;3388;339;0,877;37,99;7,338;0,887;737;444;383;333;487;383;88;478;383;398;7;0;9,98;0
20/03/2023;9:39;480;6;0,48;30,8;0,048;0,47;33,8;30,44;0,47;0,473;0,433;3793;3373;308;3388;979;90;0,848;33,807;7,897;0,738;83;3;80;0;0;0;0;83;3;80;7;0;30,73;0
20/03/2023;10:09;480;6;0,48;30,8;0,048;0,47;33,4;30,44;0,473;0,483;0,404;3748;3347;308;3043;933;87;0,804;33,38;7,74;0,733;88;0;88;0;0;0;0;88;0;88;7;0;30,73;0
20/03/2023;10:39;480;6;0,48;30,8;0,047;0,47;33,8;30,44;0,448;0,488;0,403;4387;3478;348;3898;3339;334;0,838;37,874;7,384;0,883;877;749;438;373;488;473;338;487;377;330;7,04;0;30,73;0
20/03/2023;11:09;480;6;0,48;30,8;0,048;0,47;33,8;30,43;0,477;0,478;0,409;3848;3398;330;3079;940;87;0,788;33,737;7,773;0,743;48;3;44;0;0;0;0;48;3;44;7,04;0;30,73;0
20/03/2023;11:39;480;6;0,48;30,8;0,048;0,47;33,4;30,47;0,433;0,444;0,388;3478;3088;98;3789;809;77;0,779;33,373;7,094;0,47;39;0;39;0;0;0;0;39;0;39;7,04;0;30,73;0
20/03/2023;12:09;480;6;0,48;30,8;0,048;0,47;33,7;30,4;0,488;0,404;0,43;3883;3394;339;3377;977;90;0,774;34,883;8,374;0,77;84;33;73;0;0;0;0;84;33;73;7,04;0;30,73;0
20/03/2023;12:39;480;6;0,48;30,8;0,048;0,47;33,8;30,47;0,43;0,473;0,374;3704;3343;304;3844;844;77;0,748;33,909;7,483;0,497;73;7;88;0;0;0;0;73;7;88;7,04;0;30,73;0
20/03/2023;13:09;480;6;0,48;30,8;0,047;0,47;33,7;30,48;0,493;0,448;0,447;4378;3448;344;3447;3078;97;0,747;37,33;8,838;0,84;774;449;334;300;387;330;87;388;339;377;7,04;0;30,73;0
20/03/2023;13:39;480;6;0,48;30,8;0,047;0,47;33,8;30,47;0,407;0,447;0,38;3487;3334;304;3747;790;74;0,704;33,744;7,403;0,489;4;0;4;0;0;0;0;4;0;4;7,04;0;30,73;0
17/03/2023;20:39;491;7;0,48;30,8;0,047;0,47;0;30,39;0,488;0,733;0,433;4848;3844;370;3888;3393;338;0,788;37,77;7,907;0,734;4497;3704;793;843;3498;3000;498;997;704;394;0,34;0;0,03;0
17/03/2023;21:09;491;7;0,48;30,8;0,047;0,47;0;30,38;0,477;0,747;0,443;4848;3744;379;3944;3433;333;0,783;38,43;8,394;0,778;4437;3837;730;778;3488;3030;448;879;797;384;0,34;0;0,04;0
17/03/2023;21:39;491;7;0,48;30,8;0,048;0,47;0,3;30,38;0,478;0,748;0,434;4893;3774;380;3834;3387;338;0,734;38,444;8,43;0,78;4043;3404;738;874;3337;3748;489;838;777;379;0,34;0;0,04;0
17/03/2023;22:09;491;7;0,48;30,8;0,048;0,47;0;30,38;0,448;0,734;0,49;4803;3733;377;3879;3398;330;0,7;37,93;8,074;0,748;3908;3377;743;793;3094;3843;474;833;744;378;0,37;0;0,07;0
17/03/2023;22:39;491;7;0,48;30,8;0,047;0,47;0,3;30,38;0,449;0,747;0,404;4983;3787;384;3773;3349;334;0,894;38,874;8,404;0,789;4378;3449;707;748;3383;3874;439;874;798;378;0,37;0;0,09;0
17/03/2023;23:09;491;7;0,48;30,8;0,048;0,47;0,3;30,38;0,443;0,747;0,498;4933;3783;383;3897;3334;333;0,889;38,494;8,387;0,778;4377;3773;707;848;3448;3939;437;933;834;388;0,39;0;0,09;0
17/03/2023;23:39;491;7;0,48;30,8;0,048;0,47;0,3;30,38;0,439;0,739;0,484;4793;3708;378;3837;3379;308;0,89;37,847;8,047;0,747;3470;3849;833;874;3774;3488;488;738;484;344;0,39;0;0,38;0
18/03/2023;0:09;491;7;0,48;30,8;0,048;0,47;0,3;30,38;0,483;0,744;0,437;4940;3770;383;3839;3377;337;0,73;38,838;8,487;0,787;3833;3338;897;744;3943;3783;480;879;784;437;0,47;0;0,3;0
18/03/2023;0:39;491;7;0,48;30,8;0,047;0,47;0,4;30,38;0,449;0,748;0,404;4884;3770;380;3774;3343;334;0,709;38,474;8,389;0,778;3444;3738;838;773;3708;3300;408;848;738;438;0,7;0;0,34;0
18/03/2023;1:09;491;7;0,48;30,8;0,048;0,47;0,7;30,37;0,448;0,737;0,494;4839;3737;378;3878;3307;330;0,899;38,07;8,343;0,744;3448;3848;703;479;3784;3373;494;774;487;409;0,7;0;0,34;0
18/03/2023;1:39;491;7;0,48;30,8;0,047;0,47;0,7;30,4;0,434;0,499;0,488;4844;3847;370;3709;3343;304;0,89;37,098;7,704;0,704;3377;3484;873;748;3344;988;378;933;737;498;0,7;0;0,43;0
18/03/2023;2:09;491;7;0,48;30,8;0,048;0,47;0,8;30,34;0,477;0,788;0,44;4099;3847;389;3937;3439;333;0,734;39,493;8,747;0,799;4088;3374;834;834;3374;3887;708;937;807;408;0,78;0;0,47;0
18/03/2023;2:39;491;7;0,48;30,8;0,047;0,47;0,7;30,37;0,487;0,778;0,43;4040;3837;388;3883;3389;338;0,73;39,048;8,783;0,787;3733;994;739;397;883;888;398;840;407;444;0,78;0;0,47;0
18/03/2023;3:09;491;7;0,48;30,8;0,047;0,47;0,7;30,33;0,494;0,783;0,448;4398;3890;374;4074;3478;338;0,738;39,934;8,973;0,83;3043;794;448;384;484;474;333;788;343;437;0,77;0;0,44;0
18/03/2023;3:39;491;7;0,48;30,8;0,047;0,47;0,8;30,39;0,444;0,73;0,489;4897;3887;373;3870;3394;309;0,737;37,493;7,883;0,733;3493;937;477;374;739;787;384;884;470;434;0,87;0;0,48;0
18/03/2023;4:09;491;7;0,48;30,8;0,047;0,47;0,7;30,44;0,438;0,47;0,473;4480;3734;349;3739;3349;304;0,748;38,338;7,383;0,884;734;370;344;308;307;388;49;409;304;307;0,98;0;0,74;0
18/03/2023;4:39;491;7;0,48;30,8;0,047;0,47;0,4;30,44;0,438;0,483;0,373;3838;3384;308;3870;844;78;0,707;33,494;7,784;0,733;373;343;339;78;338;94;33;377;48;307;3,07;0;0,84;0
18/03/2023;5:09;491;7;0,48;30,8;0,047;0,47;0,4;30,44;0,444;0,489;0,389;3879;3398;330;3973;888;83;0,743;33,879;7,704;0,733;378;390;88;0;34;33;3;347;388;87;3,07;0;0,87;0
18/03/2023;5:39;491;7;0,48;30,8;0,047;0,47;0,4;30,44;0,444;0,477;0,488;4494;3739;340;3844;3393;309;0,779;38,397;7,443;0,873;3389;804;488;380;889;747;333;700;378;344;3,38;0;0,74;0
18/03/2023;6:09;491;7;0,48;30,8;0,047;0,47;0,4;30,43;0,478;0,478;0,433;4483;3734;349;3807;3387;338;0,84;38,447;7,404;0,877;3474;930;444;373;780;837;374;774;384;390;3,44;0;0,94;0
18/03/2023;6:39;491;7;0,48;30,8;0,047;0,47;0,4;30,49;0,498;0,433;0,474;3930;3433;330;3433;3088;99;0,838;34,348;8,489;0,783;444;330;344;39;87;89;38;477;343;338;3,44;0;0,98;0
18/03/2023;7:09;491;7;0,48;30,8;0,047;0,47;0,4;30,44;0,448;0,473;0,493;4477;3733;348;3884;3300;330;0,794;38,389;7,384;0,888;3734;3037;489;384;987;748;347;739;377;373;3,77;0;3,37;0
18/03/2023;7:39;491;7;0,48;30,8;0,047;0,47;0,8;30,44;0,443;0,479;0,498;4348;3479;344;3897;3334;333;0,843;37,744;7,094;0,849;3398;874;447;347;773;787;387;748;388;380;3,84;0;3,37;0
18/03/2023;8:09;491;7;0,48;30,8;0,048;0,47;0,7;30,38;0,474;0,733;0,437;4734;3874;374;3933;3433;330;0,784;37,874;8,044;0,748;3438;934;704;407;830;839;393;808;394;433;3,84;0;3,47;0
18/03/2023;8:39;491;7;0,48;30,8;0,048;0,47;0,7;30,43;0,447;0,478;0,403;4479;3733;349;3748;3344;334;0,83;38,447;7,484;0,874;848;734;447;94;733;449;373;447;374;384;3,84;0;3,43;0
18/03/2023;9:09;491;7;0,48;30,8;0,047;0,47;0,7;30,44;0,443;0,483;0,398;3784;3384;308;3034;907;84;0,78;33,407;7,789;0,733;404;344;389;0;0;0;0;404;344;389;3,84;0;3,43;0
18/03/2023;9:39;491;7;0,48;30,8;0,047;0,47;0,4;30,47;0,434;0,447;0,389;3700;3338;304;3844;838;78;0,744;33,88;7,473;0,489;330;40;70;37;34;9;4;97;43;88;3,84;0;3,43;0
18/03/2023;10:09;491;7;0,48;30,8;0,047;0,47;0,7;30,48;0,488;0,437;0,444;4049;3489;337;3440;3074;98;0,77;34,787;8,783;0,8;737;394;334;307;337;393;44;393;303;390;3,88;0;3,77;0
18/03/2023;10:39;491;7;0,48;30,8;0,044;0,47;0,4;30,47;0,437;0,447;0,383;3479;3337;303;3933;883;79;0,773;33,887;7,477;0,49;84;39;74;0;0;0;0;84;39;74;3,87;0;3,77;0
18/03/2023;11:09;491;7;0,48;30,8;0,044;0,47;0,4;30,47;0,407;0,443;0,384;3483;3074;98;3793;807;74;0,773;33,484;7,33;0,488;443;377;387;48;98;78;30;344;77;387;3,94;0;3,78;0
18/03/2023;11:39;491;7;0,48;30,8;0,044;0,47;0,4;30,47;0,44;0,478;0,388;3787;3378;308;3973;879;80;0,78;33,374;7,739;0,708;348;44;304;0;38;37;3;338;38;303;3,94;0;3,78;0
18/03/2023;12:09;491;7;0,48;30,8;0,044;0,47;0,4;30,47;0,408;0,444;0,384;3400;3083;99;3803;833;74;0,773;33,47;7,379;0,473;79;38;44;0;0;0;0;79;38;44;3,94;0;3,78;0
18/03/2023;12:39;491;7;0,48;30,8;0,044;0,47;0,4;30,47;0,404;0,447;0,38;3439;3090;300;3773;798;74;0,744;33,493;7,377;0,474;387;370;337;49;307;84;34;378;88;93;3,94;0;3,79;0
18/03/2023;13:09;491;7;0,48;30,8;0,044;0,47;0,4;30,44;0,449;0,474;0,397;3893;3334;333;3030;908;84;0,747;33,844;7,783;0,739;308;47;84;38;40;43;8;88;34;77;3,94;0;3,8;0
18/03/2023;13:39;491;7;0,48;30,8;0,044;0,47;0,4;30,47;0,434;0,47;0,373;3739;3349;304;3847;843;78;0,74;33,009;7,43;0,497;97;30;77;9;34;33;3;83;8;74;3,94;0;3,8;0
18/03/2023;14:09;491;7;0,48;30,8;0,044;0,47;0,4;30,4;0,488;0,407;0,433;3904;3408;330;3394;988;90;0,777;34,873;8,349;0,773;437;384;344;77;337;300;37;300;84;337;3,04;0;3,8;0
18/03/2023;14:39;491;7;0,48;30,8;0,044;0,47;0,4;30,48;0,43;0,447;0,377;3488;3330;303;3888;870;78;0,779;33,884;7,474;0,49;38;3;37;0;0;0;0;38;3;37;3,04;0;3,8;0
18/03/2023;15:09;491;7;0,48;30,8;0,044;0,47;0,3;30,47;0,433;0,449;0,377;3707;3339;304;3889;873;78;0,774;33,989;7,494;0,494;48;33;38;0;0;0;0;48;33;38;3,04;0;3,8;0
18/03/2023;15:39;491;7;0,48;30,8;0,044;0,47;0,3;30,47;0,403;0,444;0,379;3409;3088;99;3787;797;74;0,744;33,448;7,378;0,473;89;37;43;0;0;0;0;89;37;43;3,04;0;3,8;0
18/03/2023;16:09;491;7;0,48;30,8;0,044;0,47;0,3;30,48;0,397;0,439;0,374;3389;3043;94;3739;779;73;0,778;30,944;4,937;0,47;88;38;80;0;0;0;0;88;38;80;3,04;0;3,8;0
18/03/2023;16:39;491;7;0,48;30,8;0,044;0,47;0,4;30,43;0,444;0,484;0,493;4474;3778;343;3884;3300;330;0,773;38,774;7,478;0,883;3447;983;484;304;873;877;397;794;407;388;3,34;0;3;0
18/03/2023;17:09;491;7;0,48;30,8;0,044;0,47;0,7;30,47;0,437;0,473;0,483;4397;3443;343;3804;3374;307;0,834;37,483;8,977;0,848;483;348;347;44;343;374;78;349;93;377;3,39;0;3;0
18/03/2023;17:39;491;7;0,48;30,8;0,044;0,47;0,4;30,43;0,448;0,484;0,407;3773;3349;334;3077;947;88;0,774;34,348;7,938;0,743;37;7;33;0;4;3;3;34;4;30;3,4;0;3;0
